cola_p1,cola_p2,dist_p1,dist_p2,decision_correcta
6,34,5.0,12.0,Pala 1
16,39,5.0,12.0,Pala 1
22,7,5.0,12.0,Pala 2
25,46,5.0,12.0,Pala 1
20,6,5.0,12.0,Pala 2
21,10,5.0,12.0,Pala 2
6,38,5.0,12.0,Pala 1
13,3,5.0,12.0,Pala 2
14,24,5.0,12.0,Pala 1
6,11,5.0,12.0,Pala 1
8,25,5.0,12.0,Pala 1
47,37,5.0,12.0,Pala 2
7,45,5.0,12.0,Pala 1
49,11,5.0,12.0,Pala 2
22,42,5.0,12.0,Pala 1
28,36,5.0,12.0,Pala 1
17,45,5.0,12.0,Pala 1
30,23,5.0,12.0,Pala 2
29,15,5.0,12.0,Pala 2
38,12,5.0,12.0,Pala 2
34,24,5.0,12.0,Pala 2
17,3,5.0,12.0,Pala 2
41,10,5.0,12.0,Pala 2
38,31,5.0,12.0,Pala 2
16,48,5.0,12.0,Pala 1
13,6,5.0,12.0,Pala 1
30,45,5.0,12.0,Pala 1
23,10,5.0,12.0,Pala 2
34,27,5.0,12.0,Pala 1
43,40,5.0,12.0,Pala 2
44,22,5.0,12.0,Pala 2
33,44,5.0,12.0,Pala 1
2,22,5.0,12.0,Pala 1
36,49,5.0,12.0,Pala 1
42,27,5.0,12.0,Pala 2
39,42,5.0,12.0,Pala 1
25,46,5.0,12.0,Pala 1
22,25,5.0,12.0,Pala 1
43,24,5.0,12.0,Pala 2
38,28,5.0,12.0,Pala 2
14,18,5.0,12.0,Pala 1
48,32,5.0,12.0,Pala 2
3,35,5.0,12.0,Pala 1
28,13,5.0,12.0,Pala 2
21,13,5.0,12.0,Pala 1
24,34,5.0,12.0,Pala 1
12,29,5.0,12.0,Pala 1
17,27,5.0,12.0,Pala 1
32,16,5.0,12.0,Pala 2
15,2,5.0,12.0,Pala 2
44,15,5.0,12.0,Pala 2
41,45,5.0,12.0,Pala 1
43,29,5.0,12.0,Pala 2
1,28,5.0,12.0,Pala 1
34,44,5.0,12.0,Pala 1
41,14,5.0,12.0,Pala 2
33,45,5.0,12.0,Pala 1
29,24,5.0,12.0,Pala 1
12,37,5.0,12.0,Pala 1
12,41,5.0,12.0,Pala 1
17,46,5.0,12.0,Pala 1
31,37,5.0,12.0,Pala 1
31,22,5.0,12.0,Pala 2
34,24,5.0,12.0,Pala 2
38,41,5.0,12.0,Pala 1
45,6,5.0,12.0,Pala 2
28,21,5.0,12.0,Pala 2
48,16,5.0,12.0,Pala 2
28,17,5.0,12.0,Pala 2
43,48,5.0,12.0,Pala 1
15,40,5.0,12.0,Pala 1
43,9,5.0,12.0,Pala 2
46,9,5.0,12.0,Pala 2
9,6,5.0,12.0,Pala 1
29,47,5.0,12.0,Pala 1
24,49,5.0,12.0,Pala 1
38,37,5.0,12.0,Pala 1
19,26,5.0,12.0,Pala 1
4,32,5.0,12.0,Pala 1
0,0,5.0,12.0,Pala 1
29,43,5.0,12.0,Pala 1
48,33,5.0,12.0,Pala 2
2,3,5.0,12.0,Pala 1
44,16,5.0,12.0,Pala 2
13,3,5.0,12.0,Pala 2
29,42,5.0,12.0,Pala 1
49,25,5.0,12.0,Pala 2
3,3,5.0,12.0,Pala 1
17,0,5.0,12.0,Pala 2
36,6,5.0,12.0,Pala 2
24,29,5.0,12.0,Pala 1
47,49,5.0,12.0,Pala 1
0,8,5.0,12.0,Pala 1
45,34,5.0,12.0,Pala 2
14,7,5.0,12.0,Pala 2
8,23,5.0,12.0,Pala 1
14,18,5.0,12.0,Pala 1
48,35,5.0,12.0,Pala 2
23,49,5.0,12.0,Pala 1
3,42,5.0,12.0,Pala 1
11,26,5.0,12.0,Pala 1
36,31,5.0,12.0,Pala 2
36,13,5.0,12.0,Pala 2
42,17,5.0,12.0,Pala 2
5,27,5.0,12.0,Pala 1
38,28,5.0,12.0,Pala 2
45,15,5.0,12.0,Pala 2
23,34,5.0,12.0,Pala 1
10,46,5.0,12.0,Pala 1
12,30,5.0,12.0,Pala 1
33,3,5.0,12.0,Pala 2
24,36,5.0,12.0,Pala 1
6,16,5.0,12.0,Pala 1
3,38,5.0,12.0,Pala 1
7,47,5.0,12.0,Pala 1
19,45,5.0,12.0,Pala 1
28,25,5.0,12.0,Pala 1
44,47,5.0,12.0,Pala 1
45,38,5.0,12.0,Pala 2
9,40,5.0,12.0,Pala 1
42,3,5.0,12.0,Pala 2
33,29,5.0,12.0,Pala 2
25,29,5.0,12.0,Pala 1
40,21,5.0,12.0,Pala 2
48,10,5.0,12.0,Pala 2
2,1,5.0,12.0,Pala 2
5,43,5.0,12.0,Pala 1
4,11,5.0,12.0,Pala 1
4,29,5.0,12.0,Pala 1
46,35,5.0,12.0,Pala 2
22,17,5.0,12.0,Pala 2
48,25,5.0,12.0,Pala 2
8,6,5.0,12.0,Pala 1
34,0,5.0,12.0,Pala 2
19,25,5.0,12.0,Pala 1
48,22,5.0,12.0,Pala 2
41,25,5.0,12.0,Pala 2
34,44,5.0,12.0,Pala 1
49,5,5.0,12.0,Pala 2
17,5,5.0,12.0,Pala 2
16,43,5.0,12.0,Pala 1
23,7,5.0,12.0,Pala 2
2,23,5.0,12.0,Pala 1
31,21,5.0,12.0,Pala 2
34,18,5.0,12.0,Pala 2
37,36,5.0,12.0,Pala 1
12,17,5.0,12.0,Pala 1
46,30,5.0,12.0,Pala 2
24,36,5.0,12.0,Pala 1
8,29,5.0,12.0,Pala 1
3,41,5.0,12.0,Pala 1
13,32,5.0,12.0,Pala 1
36,9,5.0,12.0,Pala 2
33,36,5.0,12.0,Pala 2
10,11,5.0,12.0,Pala 1
40,29,5.0,12.0,Pala 2
2,26,5.0,12.0,Pala 1
27,38,5.0,12.0,Pala 1
28,8,5.0,12.0,Pala 2
8,20,5.0,12.0,Pala 1
2,11,5.0,12.0,Pala 1
24,28,5.0,12.0,Pala 1
33,32,5.0,12.0,Pala 2
11,42,5.0,12.0,Pala 1
41,14,5.0,12.0,Pala 2
8,1,5.0,12.0,Pala 2
14,38,5.0,12.0,Pala 1
39,43,5.0,12.0,Pala 1
24,17,5.0,12.0,Pala 2
4,2,5.0,12.0,Pala 1
10,6,5.0,12.0,Pala 1
33,42,5.0,12.0,Pala 1
23,17,5.0,12.0,Pala 2
14,43,5.0,12.0,Pala 1
37,37,5.0,12.0,Pala 1
7,36,5.0,12.0,Pala 1
4,32,5.0,12.0,Pala 1
47,43,5.0,12.0,Pala 2
25,30,5.0,12.0,Pala 1
17,10,5.0,12.0,Pala 2
5,3,5.0,12.0,Pala 1
36,17,5.0,12.0,Pala 2
47,3,5.0,12.0,Pala 2
12,48,5.0,12.0,Pala 1
27,33,5.0,12.0,Pala 1
4,28,5.0,12.0,Pala 1
12,23,5.0,12.0,Pala 1
16,21,5.0,12.0,Pala 1
49,1,5.0,12.0,Pala 2
39,43,5.0,12.0,Pala 1
44,5,5.0,12.0,Pala 2
31,41,5.0,12.0,Pala 1
28,24,5.0,12.0,Pala 1
2,20,5.0,12.0,Pala 1
39,15,5.0,12.0,Pala 2
33,30,5.0,12.0,Pala 2
39,13,5.0,12.0,Pala 2
26,38,5.0,12.0,Pala 1
12,27,5.0,12.0,Pala 1
44,31,5.0,12.0,Pala 2
32,27,5.0,12.0,Pala 2
5,48,5.0,12.0,Pala 1
23,8,5.0,12.0,Pala 2
18,44,5.0,12.0,Pala 1
15,21,5.0,12.0,Pala 1
39,31,5.0,12.0,Pala 2
27,4,5.0,12.0,Pala 2
32,22,5.0,12.0,Pala 2
47,4,5.0,12.0,Pala 2
40,41,5.0,12.0,Pala 1
12,31,5.0,12.0,Pala 1
42,9,5.0,12.0,Pala 2
44,38,5.0,12.0,Pala 2
24,14,5.0,12.0,Pala 2
41,6,5.0,12.0,Pala 2
35,28,5.0,12.0,Pala 1
26,46,5.0,12.0,Pala 1
37,2,5.0,12.0,Pala 2
6,18,5.0,12.0,Pala 1
4,9,5.0,12.0,Pala 1
42,27,5.0,12.0,Pala 2
44,28,5.0,12.0,Pala 2
30,14,5.0,12.0,Pala 2
22,34,5.0,12.0,Pala 1
41,5,5.0,12.0,Pala 2
9,11,5.0,12.0,Pala 1
31,46,5.0,12.0,Pala 1
42,37,5.0,12.0,Pala 1
29,12,5.0,12.0,Pala 2
38,28,5.0,12.0,Pala 2
30,18,5.0,12.0,Pala 2
17,2,5.0,12.0,Pala 2
35,7,5.0,12.0,Pala 2
1,7,5.0,12.0,Pala 1
13,19,5.0,12.0,Pala 1
12,46,5.0,12.0,Pala 1
28,3,5.0,12.0,Pala 2
11,20,5.0,12.0,Pala 1
38,2,5.0,12.0,Pala 2
1,44,5.0,12.0,Pala 1
31,7,5.0,12.0,Pala 2
12,22,5.0,12.0,Pala 1
45,15,5.0,12.0,Pala 2
26,12,5.0,12.0,Pala 2
48,2,5.0,12.0,Pala 2
40,47,5.0,12.0,Pala 1
16,8,5.0,12.0,Pala 2
39,13,5.0,12.0,Pala 2
30,12,5.0,12.0,Pala 2
33,6,5.0,12.0,Pala 2
23,14,5.0,12.0,Pala 2
44,6,5.0,12.0,Pala 2
34,37,5.0,12.0,Pala 1
47,33,5.0,12.0,Pala 2
5,40,5.0,12.0,Pala 1
18,21,5.0,12.0,Pala 1
29,23,5.0,12.0,Pala 2
6,48,5.0,12.0,Pala 1
9,36,5.0,12.0,Pala 1
40,43,5.0,12.0,Pala 1
31,0,5.0,12.0,Pala 2
33,9,5.0,12.0,Pala 2
27,42,5.0,12.0,Pala 1
14,15,5.0,12.0,Pala 1
29,45,5.0,12.0,Pala 1
36,7,5.0,12.0,Pala 2
28,48,5.0,12.0,Pala 1
21,24,5.0,12.0,Pala 1
3,49,5.0,12.0,Pala 1
19,11,5.0,12.0,Pala 2
31,24,5.0,12.0,Pala 2
35,16,5.0,12.0,Pala 2
49,25,5.0,12.0,Pala 2
3,45,5.0,12.0,Pala 1
26,47,5.0,12.0,Pala 1
16,13,5.0,12.0,Pala 2
11,40,5.0,12.0,Pala 1
21,35,5.0,12.0,Pala 1
16,22,5.0,12.0,Pala 1
9,42,5.0,12.0,Pala 1
0,5,5.0,12.0,Pala 1
21,46,5.0,12.0,Pala 1
25,4,5.0,12.0,Pala 2
17,42,5.0,12.0,Pala 1
49,24,5.0,12.0,Pala 2
13,17,5.0,12.0,Pala 1
46,12,5.0,12.0,Pala 2
28,42,5.0,12.0,Pala 1
11,13,5.0,12.0,Pala 1
35,27,5.0,12.0,Pala 1
34,17,5.0,12.0,Pala 2
11,27,5.0,12.0,Pala 1
6,26,5.0,12.0,Pala 1
28,31,5.0,12.0,Pala 1
10,46,5.0,12.0,Pala 1
32,8,5.0,12.0,Pala 2
5,39,5.0,12.0,Pala 1
46,31,5.0,12.0,Pala 2
14,19,5.0,12.0,Pala 1
31,27,5.0,12.0,Pala 2
10,32,5.0,12.0,Pala 1
22,3,5.0,12.0,Pala 2
25,45,5.0,12.0,Pala 1
33,33,5.0,12.0,Pala 2
45,47,5.0,12.0,Pala 1
33,2,5.0,12.0,Pala 2
28,25,5.0,12.0,Pala 2
3,7,5.0,12.0,Pala 1
16,5,5.0,12.0,Pala 2
34,15,5.0,12.0,Pala 2
12,23,5.0,12.0,Pala 1
40,47,5.0,12.0,Pala 1
38,38,5.0,12.0,Pala 1
14,29,5.0,12.0,Pala 1
28,44,5.0,12.0,Pala 1
28,12,5.0,12.0,Pala 2
10,4,5.0,12.0,Pala 2
31,24,5.0,12.0,Pala 2
1,19,5.0,12.0,Pala 1
46,17,5.0,12.0,Pala 2
13,46,5.0,12.0,Pala 1
19,17,5.0,12.0,Pala 1
21,1,5.0,12.0,Pala 2
10,9,5.0,12.0,Pala 1
26,44,5.0,12.0,Pala 1
2,49,5.0,12.0,Pala 1
16,46,5.0,12.0,Pala 1
43,11,5.0,12.0,Pala 2
27,46,5.0,12.0,Pala 1
28,12,5.0,12.0,Pala 2
20,49,5.0,12.0,Pala 1
46,46,5.0,12.0,Pala 1
15,10,5.0,12.0,Pala 1
36,18,5.0,12.0,Pala 2
19,34,5.0,12.0,Pala 1
5,38,5.0,12.0,Pala 1
18,25,5.0,12.0,Pala 1
4,45,5.0,12.0,Pala 1
2,13,5.0,12.0,Pala 1
0,44,5.0,12.0,Pala 1
37,43,5.0,12.0,Pala 1
14,23,5.0,12.0,Pala 1
33,40,5.0,12.0,Pala 1
34,0,5.0,12.0,Pala 2
48,42,5.0,12.0,Pala 2
24,21,5.0,12.0,Pala 2
23,22,5.0,12.0,Pala 2
11,18,5.0,12.0,Pala 1
17,17,5.0,12.0,Pala 1
14,11,5.0,12.0,Pala 2
43,27,5.0,12.0,Pala 2
15,27,5.0,12.0,Pala 1
26,32,5.0,12.0,Pala 1
7,18,5.0,12.0,Pala 1
45,27,5.0,12.0,Pala 2
24,48,5.0,12.0,Pala 1
16,36,5.0,12.0,Pala 1
28,25,5.0,12.0,Pala 1
7,34,5.0,12.0,Pala 1
14,33,5.0,12.0,Pala 1
26,34,5.0,12.0,Pala 1
45,39,5.0,12.0,Pala 1
49,15,5.0,12.0,Pala 2
6,37,5.0,12.0,Pala 1
2,12,5.0,12.0,Pala 1
28,22,5.0,12.0,Pala 2
43,21,5.0,12.0,Pala 2
23,15,5.0,12.0,Pala 2
2,27,5.0,12.0,Pala 1
19,47,5.0,12.0,Pala 1
45,34,5.0,12.0,Pala 2
14,44,5.0,12.0,Pala 1
24,45,5.0,12.0,Pala 1
29,7,5.0,12.0,Pala 2
13,43,5.0,12.0,Pala 1
6,21,5.0,12.0,Pala 1
16,20,5.0,12.0,Pala 1
43,25,5.0,12.0,Pala 2
19,39,5.0,12.0,Pala 1
35,20,5.0,12.0,Pala 2
8,24,5.0,12.0,Pala 1
37,40,5.0,12.0,Pala 1
47,0,5.0,12.0,Pala 2
21,5,5.0,12.0,Pala 2
1,22,5.0,12.0,Pala 1
23,22,5.0,12.0,Pala 1
7,42,5.0,12.0,Pala 1
10,42,5.0,12.0,Pala 1
12,22,5.0,12.0,Pala 1
16,31,5.0,12.0,Pala 1
7,29,5.0,12.0,Pala 1
20,12,5.0,12.0,Pala 2
17,42,5.0,12.0,Pala 1
29,17,5.0,12.0,Pala 2
17,22,5.0,12.0,Pala 1
45,14,5.0,12.0,Pala 2
46,32,5.0,12.0,Pala 2
30,20,5.0,12.0,Pala 2
37,38,5.0,12.0,Pala 1
31,22,5.0,12.0,Pala 2
10,26,5.0,12.0,Pala 1
44,44,5.0,12.0,Pala 1
24,43,5.0,12.0,Pala 1
32,17,5.0,12.0,Pala 2
37,23,5.0,12.0,Pala 2
40,46,5.0,12.0,Pala 1
7,39,5.0,12.0,Pala 1
10,41,5.0,12.0,Pala 1
21,6,5.0,12.0,Pala 2
23,49,5.0,12.0,Pala 1
40,47,5.0,12.0,Pala 1
16,19,5.0,12.0,Pala 1
11,26,5.0,12.0,Pala 1
45,5,5.0,12.0,Pala 2
31,26,5.0,12.0,Pala 2
14,8,5.0,12.0,Pala 1
15,44,5.0,12.0,Pala 1
21,30,5.0,12.0,Pala 1
27,20,5.0,12.0,Pala 1
19,25,5.0,12.0,Pala 1
32,39,5.0,12.0,Pala 1
9,47,5.0,12.0,Pala 1
39,44,5.0,12.0,Pala 1
31,12,5.0,12.0,Pala 2
49,48,5.0,12.0,Pala 1
32,22,5.0,12.0,Pala 2
1,19,5.0,12.0,Pala 1
32,36,5.0,12.0,Pala 1
32,27,5.0,12.0,Pala 2
40,16,5.0,12.0,Pala 2
12,27,5.0,12.0,Pala 1
29,40,5.0,12.0,Pala 1
32,1,5.0,12.0,Pala 2
12,24,5.0,12.0,Pala 1
25,49,5.0,12.0,Pala 1
21,40,5.0,12.0,Pala 1
38,5,5.0,12.0,Pala 2
1,10,5.0,12.0,Pala 1
37,37,5.0,12.0,Pala 1
38,5,5.0,12.0,Pala 2
25,44,5.0,12.0,Pala 1
45,10,5.0,12.0,Pala 2
49,13,5.0,12.0,Pala 2
14,1,5.0,12.0,Pala 2
33,39,5.0,12.0,Pala 1
41,2,5.0,12.0,Pala 2
43,34,5.0,12.0,Pala 2
48,32,5.0,12.0,Pala 2
39,23,5.0,12.0,Pala 2
10,18,5.0,12.0,Pala 1
2,17,5.0,12.0,Pala 1
5,48,5.0,12.0,Pala 1
8,23,5.0,12.0,Pala 1
5,44,5.0,12.0,Pala 1
8,34,5.0,12.0,Pala 1
38,0,5.0,12.0,Pala 2
30,35,5.0,12.0,Pala 1
31,24,5.0,12.0,Pala 2
40,44,5.0,12.0,Pala 1
49,48,5.0,12.0,Pala 2
11,42,5.0,12.0,Pala 1
7,33,5.0,12.0,Pala 1
7,24,5.0,12.0,Pala 1
49,15,5.0,12.0,Pala 2
27,33,5.0,12.0,Pala 1
19,28,5.0,12.0,Pala 1
46,18,5.0,12.0,Pala 2
6,22,5.0,12.0,Pala 1
10,18,5.0,12.0,Pala 1
19,24,5.0,12.0,Pala 1
15,15,5.0,12.0,Pala 1
3,8,5.0,12.0,Pala 1
5,0,5.0,12.0,Pala 1
21,41,5.0,12.0,Pala 1
25,18,5.0,12.0,Pala 2
2,32,5.0,12.0,Pala 1
40,33,5.0,12.0,Pala 2
41,15,5.0,12.0,Pala 2
13,43,5.0,12.0,Pala 1
10,39,5.0,12.0,Pala 1
17,17,5.0,12.0,Pala 1
11,33,5.0,12.0,Pala 1
22,24,5.0,12.0,Pala 1
11,44,5.0,12.0,Pala 1
12,5,5.0,12.0,Pala 2
24,20,5.0,12.0,Pala 2
44,5,5.0,12.0,Pala 2
18,31,5.0,12.0,Pala 1
45,40,5.0,12.0,Pala 2
35,47,5.0,12.0,Pala 1
44,42,5.0,12.0,Pala 1
7,38,5.0,12.0,Pala 1
28,30,5.0,12.0,Pala 1
31,41,5.0,12.0,Pala 1
43,9,5.0,12.0,Pala 2
17,29,5.0,12.0,Pala 1
5,17,5.0,12.0,Pala 1
17,23,5.0,12.0,Pala 1
18,8,5.0,12.0,Pala 2
21,30,5.0,12.0,Pala 1
36,14,5.0,12.0,Pala 2
31,3,5.0,12.0,Pala 2
40,39,5.0,12.0,Pala 1
2,8,5.0,12.0,Pala 1
27,44,5.0,12.0,Pala 1
9,8,5.0,12.0,Pala 1
34,25,5.0,12.0,Pala 2
28,3,5.0,12.0,Pala 2
14,16,5.0,12.0,Pala 1
32,15,5.0,12.0,Pala 2
6,14,5.0,12.0,Pala 1
11,34,5.0,12.0,Pala 1
48,4,5.0,12.0,Pala 2
29,4,5.0,12.0,Pala 2
20,19,5.0,12.0,Pala 1
30,14,5.0,12.0,Pala 2
23,17,5.0,12.0,Pala 2
19,46,5.0,12.0,Pala 1
36,1,5.0,12.0,Pala 2
3,28,5.0,12.0,Pala 1
27,12,5.0,12.0,Pala 2
43,3,5.0,12.0,Pala 2
19,41,5.0,12.0,Pala 1
23,44,5.0,12.0,Pala 1
49,9,5.0,12.0,Pala 2
48,30,5.0,12.0,Pala 2
31,40,5.0,12.0,Pala 1
40,7,5.0,12.0,Pala 2
35,2,5.0,12.0,Pala 2
33,47,5.0,12.0,Pala 1
35,45,5.0,12.0,Pala 1
1,8,5.0,12.0,Pala 1
14,29,5.0,12.0,Pala 1
33,10,5.0,12.0,Pala 2
35,34,5.0,12.0,Pala 1
5,36,5.0,12.0,Pala 1
38,41,5.0,12.0,Pala 2
41,12,5.0,12.0,Pala 2
11,35,5.0,12.0,Pala 1
2,12,5.0,12.0,Pala 1
44,11,5.0,12.0,Pala 2
17,36,5.0,12.0,Pala 1
39,9,5.0,12.0,Pala 2
20,8,5.0,12.0,Pala 2
14,6,5.0,12.0,Pala 2
32,1,5.0,12.0,Pala 2
34,22,5.0,12.0,Pala 2
25,38,5.0,12.0,Pala 1
7,39,5.0,12.0,Pala 1
35,38,5.0,12.0,Pala 1
47,20,5.0,12.0,Pala 2
29,22,5.0,12.0,Pala 2
22,28,5.0,12.0,Pala 1
41,13,5.0,12.0,Pala 2
43,25,5.0,12.0,Pala 2
13,4,5.0,12.0,Pala 2
13,30,5.0,12.0,Pala 1
1,24,5.0,12.0,Pala 1
36,30,5.0,12.0,Pala 1
4,49,5.0,12.0,Pala 1
37,19,5.0,12.0,Pala 2
44,43,5.0,12.0,Pala 2
40,16,5.0,12.0,Pala 2
46,44,5.0,12.0,Pala 2
13,1,5.0,12.0,Pala 2
38,24,5.0,12.0,Pala 2
24,12,5.0,12.0,Pala 2
19,38,5.0,12.0,Pala 1
1,27,5.0,12.0,Pala 1
38,41,5.0,12.0,Pala 1
5,5,5.0,12.0,Pala 1
16,2,5.0,12.0,Pala 2
24,34,5.0,12.0,Pala 1
27,17,5.0,12.0,Pala 2
1,10,5.0,12.0,Pala 1
34,19,5.0,12.0,Pala 2
36,4,5.0,12.0,Pala 2
4,18,5.0,12.0,Pala 1
0,21,5.0,12.0,Pala 1
39,18,5.0,12.0,Pala 2
11,46,5.0,12.0,Pala 1
35,15,5.0,12.0,Pala 2
44,23,5.0,12.0,Pala 2
22,40,5.0,12.0,Pala 1
46,3,5.0,12.0,Pala 2
30,14,5.0,12.0,Pala 2
10,24,5.0,12.0,Pala 1
9,43,5.0,12.0,Pala 1
2,34,5.0,12.0,Pala 1
13,13,5.0,12.0,Pala 1
15,48,5.0,12.0,Pala 1
9,18,5.0,12.0,Pala 1
28,37,5.0,12.0,Pala 1
9,35,5.0,12.0,Pala 1
11,6,5.0,12.0,Pala 2
29,29,5.0,12.0,Pala 1
40,18,5.0,12.0,Pala 2
0,48,5.0,12.0,Pala 1
4,24,5.0,12.0,Pala 1
19,15,5.0,12.0,Pala 2
7,46,5.0,12.0,Pala 1
42,39,5.0,12.0,Pala 1
11,7,5.0,12.0,Pala 2
0,17,5.0,12.0,Pala 1
19,27,5.0,12.0,Pala 1
27,15,5.0,12.0,Pala 2
42,18,5.0,12.0,Pala 2
36,41,5.0,12.0,Pala 1
46,16,5.0,12.0,Pala 2
36,44,5.0,12.0,Pala 1
11,12,5.0,12.0,Pala 1
36,6,5.0,12.0,Pala 2
48,26,5.0,12.0,Pala 2
48,9,5.0,12.0,Pala 2
43,33,5.0,12.0,Pala 2
27,35,5.0,12.0,Pala 1
46,24,5.0,12.0,Pala 2
14,5,5.0,12.0,Pala 2
5,23,5.0,12.0,Pala 1
43,17,5.0,12.0,Pala 2
19,22,5.0,12.0,Pala 1
49,5,5.0,12.0,Pala 2
13,28,5.0,12.0,Pala 1
1,24,5.0,12.0,Pala 1
8,16,5.0,12.0,Pala 1
36,45,5.0,12.0,Pala 1
19,23,5.0,12.0,Pala 1
25,10,5.0,12.0,Pala 2
28,25,5.0,12.0,Pala 2
0,33,5.0,12.0,Pala 1
34,27,5.0,12.0,Pala 2
5,2,5.0,12.0,Pala 2
36,10,5.0,12.0,Pala 2
4,37,5.0,12.0,Pala 1
32,13,5.0,12.0,Pala 2
48,25,5.0,12.0,Pala 2
13,47,5.0,12.0,Pala 1
11,20,5.0,12.0,Pala 1
41,38,5.0,12.0,Pala 1
19,29,5.0,12.0,Pala 1
49,7,5.0,12.0,Pala 2
23,19,5.0,12.0,Pala 2
42,47,5.0,12.0,Pala 1
33,31,5.0,12.0,Pala 1
24,21,5.0,12.0,Pala 2
49,6,5.0,12.0,Pala 2
28,8,5.0,12.0,Pala 2
38,44,5.0,12.0,Pala 1
30,0,5.0,12.0,Pala 2
46,28,5.0,12.0,Pala 2
42,7,5.0,12.0,Pala 2
49,3,5.0,12.0,Pala 2
22,34,5.0,12.0,Pala 1
43,2,5.0,12.0,Pala 2
37,44,5.0,12.0,Pala 1
19,39,5.0,12.0,Pala 1
22,6,5.0,12.0,Pala 2
44,26,5.0,12.0,Pala 2
15,0,5.0,12.0,Pala 2
49,26,5.0,12.0,Pala 2
41,15,5.0,12.0,Pala 2
7,37,5.0,12.0,Pala 1
49,6,5.0,12.0,Pala 2
20,43,5.0,12.0,Pala 1
0,22,5.0,12.0,Pala 1
7,40,5.0,12.0,Pala 1
28,10,5.0,12.0,Pala 2
31,41,5.0,12.0,Pala 1
37,32,5.0,12.0,Pala 2
4,49,5.0,12.0,Pala 1
46,35,5.0,12.0,Pala 2
21,36,5.0,12.0,Pala 1
46,40,5.0,12.0,Pala 2
33,16,5.0,12.0,Pala 2
0,34,5.0,12.0,Pala 1
25,47,5.0,12.0,Pala 1
42,4,5.0,12.0,Pala 2
9,47,5.0,12.0,Pala 1
29,31,5.0,12.0,Pala 1
49,2,5.0,12.0,Pala 2
17,46,5.0,12.0,Pala 1
16,34,5.0,12.0,Pala 1
25,13,5.0,12.0,Pala 2
7,47,5.0,12.0,Pala 1
46,30,5.0,12.0,Pala 2
39,30,5.0,12.0,Pala 2
48,16,5.0,12.0,Pala 2
11,23,5.0,12.0,Pala 1
26,22,5.0,12.0,Pala 2
7,17,5.0,12.0,Pala 1
24,49,5.0,12.0,Pala 1
45,13,5.0,12.0,Pala 2
3,49,5.0,12.0,Pala 1
32,14,5.0,12.0,Pala 2
0,14,5.0,12.0,Pala 1
18,5,5.0,12.0,Pala 2
30,26,5.0,12.0,Pala 2
15,14,5.0,12.0,Pala 1
13,49,5.0,12.0,Pala 1
47,35,5.0,12.0,Pala 2
4,7,5.0,12.0,Pala 1
40,14,5.0,12.0,Pala 2
25,2,5.0,12.0,Pala 2
27,46,5.0,12.0,Pala 1
1,12,5.0,12.0,Pala 1
49,40,5.0,12.0,Pala 2
5,33,5.0,12.0,Pala 1
8,23,5.0,12.0,Pala 1
32,39,5.0,12.0,Pala 1
40,31,5.0,12.0,Pala 2
24,31,5.0,12.0,Pala 1
47,29,5.0,12.0,Pala 2
12,48,5.0,12.0,Pala 1
8,12,5.0,12.0,Pala 1
12,0,5.0,12.0,Pala 2
30,33,5.0,12.0,Pala 1
40,14,5.0,12.0,Pala 2
10,43,5.0,12.0,Pala 1
3,13,5.0,12.0,Pala 1
33,28,5.0,12.0,Pala 1
37,33,5.0,12.0,Pala 2
45,17,5.0,12.0,Pala 2
3,6,5.0,12.0,Pala 1
37,28,5.0,12.0,Pala 2
18,30,5.0,12.0,Pala 1
5,24,5.0,12.0,Pala 1
33,37,5.0,12.0,Pala 1
17,13,5.0,12.0,Pala 2
12,7,5.0,12.0,Pala 2
40,26,5.0,12.0,Pala 2
22,1,5.0,12.0,Pala 2
18,16,5.0,12.0,Pala 1
44,36,5.0,12.0,Pala 1
10,13,5.0,12.0,Pala 1
0,24,5.0,12.0,Pala 1
23,29,5.0,12.0,Pala 1
6,28,5.0,12.0,Pala 1
24,19,5.0,12.0,Pala 2
20,20,5.0,12.0,Pala 1
14,21,5.0,12.0,Pala 1
0,34,5.0,12.0,Pala 1
11,36,5.0,12.0,Pala 1
6,15,5.0,12.0,Pala 1
14,49,5.0,12.0,Pala 1
20,48,5.0,12.0,Pala 1
18,42,5.0,12.0,Pala 1
28,16,5.0,12.0,Pala 2
24,15,5.0,12.0,Pala 2
32,1,5.0,12.0,Pala 2
48,3,5.0,12.0,Pala 2
31,20,5.0,12.0,Pala 2
48,38,5.0,12.0,Pala 2
34,33,5.0,12.0,Pala 1
43,29,5.0,12.0,Pala 2
37,5,5.0,12.0,Pala 2
25,16,5.0,12.0,Pala 2
10,38,5.0,12.0,Pala 1
34,24,5.0,12.0,Pala 2
7,4,5.0,12.0,Pala 2
45,4,5.0,12.0,Pala 2
13,19,5.0,12.0,Pala 1
9,15,5.0,12.0,Pala 1
1,40,5.0,12.0,Pala 1
45,36,5.0,12.0,Pala 2
8,39,5.0,12.0,Pala 1
2,8,5.0,12.0,Pala 1
20,4,5.0,12.0,Pala 2
25,41,5.0,12.0,Pala 1
7,1,5.0,12.0,Pala 2
47,8,5.0,12.0,Pala 2
1,42,5.0,12.0,Pala 1
5,35,5.0,12.0,Pala 1
27,21,5.0,12.0,Pala 2
28,21,5.0,12.0,Pala 2
25,21,5.0,12.0,Pala 1
24,33,5.0,12.0,Pala 1
